bus_n,v_mag,v_ang,p_load,q_load,p_gen,q_gen
5521.0,1.0044971486058976,-19.414881385384568,30.43,10.1,,
5522.0,1.0619128137747758,0.8894203563468704,-0.0,-0.0,,
5523.0,1.0255184217694413,2.5310213562211303,150.2,25.5,,
5524.0,1.0257034506057474,-20.666792364705714,14.52,5.3,,
5525.0,1.0375507108363575,-13.48482424936813,236.33,59.35,,
5526.0,1.04141190486504,17.903603343607802,-8.71,-19.54,,
5527.0,1.042714527776106,-15.60697662162174,-0.0,-0.0,,
5528.0,1.024164144849134,20.895183258561886,93.6,77.1,,
5529.0,1.0335349609320117,-1.2788384610300372,0.0,0.0,,
5530.0,1.0113930000000004,5.68193102044916,0.0,0.0,-95.9,2.0251976781471868
5531.0,1.0278169732611617,50.86787255850161,-0.0,-0.0,,
5532.0,1.0207531809408472,-41.848650278967625,-0.0,0.0,,
5533.0,1.046404,-13.465682914898686,0.0,0.0,173.0,13.536401161706955
5534.0,1.029661543476154,-30.18112761385585,-0.0,-0.0,,
5535.0,1.009169390463497,-29.18073484848791,68.08,42.2,,
5536.0,1.0109837878819103,-3.7790636812225222,85.8,12.2,,
5537.0,1.0684071706883065,-22.640071792511577,-0.53,-0.91,,
5538.0,1.0351464661911096,5.10349876605274,91.9,13.1,,
5539.0,0.9610119854794704,-20.541667055686457,12.21,4.4,,
5540.0,0.9914441796233586,-18.304979145246147,0.0,-0.0,,
5541.0,1.0628765932652484,-32.33282624912464,11.71,2.2,,
5542.0,1.0352696706240647,-23.391630679284294,6.71,3.0,,
5543.0,1.0172688731001835,-13.132738603400355,0.0,-0.0,,
5544.0,0.9029033146137059,-32.70341318014191,47.65,29.5,,
5545.0,1.004217994585937,-41.46185914773565,33.04,8.1,,
5546.0,1.063123,-23.654683092268247,0.0,0.0,21.5,4.147223161325092
5547.0,1.001506855665411,-28.323069836823365,10.01,3.0,,
5548.0,0.9749891464868943,-28.89719141533453,-0.94,-6.39,,
5549.0,1.018036251996577,0.7582024307501068,30.03,12.2,,
5550.0,1.0403177561235344,-25.837826691411937,0.0,-0.0,,
5551.0,1.0126272870735202,-35.65942115084082,15.12,5.0,,
5552.0,1.023031483060114,-22.82087988420504,23.93,8.7,,
5553.0,0.9702342859810665,-28.84993241799383,2.22,7.8,,
5554.0,0.9543106973090681,-29.77062343679243,50.26,16.5,,
5555.0,1.0350146317717952,9.432630046916401,0.0,-0.0,,
5556.0,1.067161,13.071410612770142,0.0,0.0,571.8,239.43006763948608
5557.0,0.9994511273839939,-28.671474255101025,21.22,6.7,,
5558.0,1.0160859159201983,17.906909509769463,-0.0,-0.0,,
5559.0,0.9987418551149884,-42.996691600739744,0.0,-0.0,,
5560.0,1.0123432765295162,-25.454509884737853,0.0,-0.0,,
5561.0,1.0327987829334881,-23.68998122544416,31.13,12.0,,
5562.0,1.0640392824123892,-45.984583650271745,-0.0,0.0,,
5563.0,1.0854793963037193,-16.799643438549804,21.62,7.8,,
5564.0,1.038385,-12.164660545963095,0.0,0.0,57.6,9.525244793093394
5565.0,1.0388354190204354,-7.366091764335088,5.11,1.8,,
5566.0,1.0085466502884743,2.0189355748991815,-0.0,0.0,,
5567.0,1.0151935846431528,-18.563790521517788,0.0,0.0,,
5568.0,1.0030992715246776,-33.43483051098991,-0.0,-0.0,,
5569.0,0.9837070372388053,-13.838213849083544,-0.0,0.0,,
5570.0,0.9907074282519602,-24.27216226846308,23.53,8.5,,
5571.0,1.0319392721304963,-21.890415952338497,-0.0,0.0,,
5572.0,1.033768,-10.020954686623842,0.0,0.0,79.6,12.948982280104026
5573.0,1.0689480909549012,-23.278482935486313,0.0,-0.0,,
5574.0,1.0338279430428339,-11.047972702916534,99.7,6.0,,
5575.0,1.04045703717851,-40.26975286805842,-0.0,0.0,,
5576.0,1.0355872153666457,-22.41843401398116,220.0,68.3,,
5577.0,1.0410235952933449,-26.771438354112536,0.0,-0.0,,
5578.0,0.9341682631553889,-31.4191092187042,26.63,8.6,,
5579.0,1.0104367151560874,-33.32222744980428,16.22,5.3,,
5580.0,1.028923601902674,-3.833627887688162,130.7,89.1,,
5581.0,1.0426378784623302,7.127709031488189,0.0,0.0,,
5582.0,1.0051343052375143,-16.40270491513715,3.2,1.0,,
5583.0,1.0700527656968433,-17.874120339833457,1.9,0.7,,
5584.0,1.0260207515909214,17.373527684184744,-0.19,-14.8,,
5585.0,1.0268918856503426,-34.92823405564803,0.0,0.0,,
5586.0,1.0511908952656528,2.5863568566454203,-0.0,0.0,,
5587.0,1.0307880918400811,-8.3765250349923,-0.0,-0.0,,
5588.0,0.9619283113883014,-29.163948221703308,0.0,0.0,,
5589.0,1.031094571019548,-30.3782605921718,0.0,0.0,,
5590.0,1.0101518259131248,6.473397567171346,55.4,7.9,,
5591.0,1.0250562849483886,-0.9316284545256212,118.6,41.5,,
5592.0,1.0087423009165177,-51.50754628155353,20.82,7.9,,
5593.0,1.0510423252568626,-22.570025895261647,19.52,7.0,,
5594.0,1.048652,-32.276252623795564,0.0,0.0,-238.2,-85.22992077966634
5595.0,1.032786373039391,4.219087709799896,168.5,54.8,,
5596.0,1.0223598045261475,-16.61794616959687,172.8,11.3,,
5597.0,1.0232831055329557,16.398570601404987,72.0,10.3,,
5598.0,1.0286070304167023,-8.95809996818494,-0.0,0.0,,
5599.0,1.0116884905318162,-5.106903063097642,8.3,1.2,,
5600.0,0.9709855479004523,69.31704702744516,-0.0,-0.0,,
5601.0,1.023522338728998,-20.765648041850067,0.0,0.0,,
5602.0,1.0329159999999995,13.282303733330581,0.0,0.0,42.0,-0.49617057129161424
5603.0,1.0276609999999993,3.6518976230101927,0.0,0.0,228.6,-5.1625592994490574
5604.0,1.0137157255065874,-4.097366187636458,83.4,11.9,,
5605.0,1.009947072097758,-31.397483246688235,-0.0,0.0,,
5606.0,1.0369116417355237,-27.26707235866025,-0.0,0.0,,
5607.0,1.0491374410318874,-23.235577828045678,34.14,12.4,,
5608.0,1.023689844513866,-50.5702110894367,449.4,14.6,,
5609.0,1.0139153661412508,61.45273237130793,23.31,-6.67,,
5610.0,1.041350354143168,-23.598704911776792,99.5,9.2,,
5611.0,1.079526,41.16429653970264,0.0,0.0,33.7,84.92000215688607
5612.0,1.0338438428244332,5.996023017173996,22.4,3.1,,
5613.0,0.9997483532664863,-0.9016826135418501,76.6,10.9,,
5614.0,0.9998511004898734,-25.976798733195903,0.0,0.0,,
5615.0,1.0267365049825343,-4.525797402432817,48.8,6.9,,
5616.0,1.0724926899665757,-34.82350003129412,225.2,35.2,,
5617.0,0.9750968255258825,-49.46400056029792,38.04,3.4,,
5618.0,1.014676746054242,-3.0431132368581446,-0.0,0.0,,
5619.0,1.0378145013029536,-23.68203278609317,-0.0,-0.0,,
5620.0,1.055555,12.013770577635192,0.0,0.0,-165.1,107.55671749893467
5621.0,0.9667585975561677,-27.68416483555294,6.51,3.7,,
5622.0,1.0251602346665498,-15.785892720681174,158.3,-20.5,,
5623.0,1.034282378562934,-32.875954642358266,513.4,199.8,,
5624.0,1.0422727472421591,-26.07896547993464,152.7,6.0,,
5625.0,1.0898184627166796,-27.85269162068146,0.0,0.0,,
5626.0,0.9786461051823488,-26.050719642512394,13.72,4.7,,
5627.0,1.0247562771502974,-31.710747402706478,-0.0,-0.0,,
5628.0,0.9668625067801104,-26.557370361761265,-4.43,-3.56,,
5629.0,1.0049795975528062,-31.553731653509708,0.0,-0.0,,
5630.0,1.0383104409011121,-3.518940639248268,0.0,0.0,,
5631.0,0.9863482541555428,-43.3764282691229,105.5,31.1,,
5632.0,0.9669416487530103,-27.108650995205227,27.46,5.87,,
5633.0,0.9657127923481699,-53.80873444948124,29.13,13.5,,
5634.0,0.9450995293404981,-29.499245882177163,21.12,13.1,,
5635.0,0.9846706924283312,-32.23073453432262,0.0,0.0,,
5636.0,1.0439396575904158,-26.77926512786523,0.0,0.0,,
5637.0,1.0214469600413651,-21.656752378376222,1.38,-1.15,,
5638.0,0.9618319637823786,-28.39457442572604,0.0,-0.0,,
5639.0,1.0116341418415788,-13.070263294004953,-0.0,0.0,,
5640.0,1.030179003934376,9.370504595377797,64.33,-57.14,,
5641.0,1.0486666308740618,-25.658575975793777,-0.0,-0.0,,
5642.0,0.9770428220404086,-31.98450216224888,72.78,45.1,,
5643.0,0.9845101809989191,-56.32127160782724,-0.0,-0.0,,
5644.0,0.9968894640678437,9.854545335633555,45.05,40.0,,
5645.0,1.000282,-50.02274981525466,0.0,0.0,78.17,31.4908884630678
5646.0,0.9606279707566991,-21.01250068394206,20.02,8.5,,
5647.0,0.9764700326012855,-27.103278992113395,6.31,2.5,,
5648.0,0.9905604675260884,-12.727553020337151,-0.0,-0.0,,
5649.0,1.0057583593797572,6.321083444360937,55.7,7.9,,
5650.0,1.044393884234285,15.449833381403929,-0.0,-0.0,,
5651.0,0.9779551320817781,-28.524689778693933,0.0,0.0,,
5652.0,1.0412916966773351,-22.902554160004488,45.05,5.0,,
5653.0,1.043715684850002,-6.907832355863183,96.59,7.28,,
5654.0,1.0240081308572437,-35.89642066660364,-0.14,-1.51,,
5655.0,1.0190894500697478,2.514924392799098,-0.21,-1.04,,
5656.0,1.0399889999999998,-0.06662194196784839,0.0,0.0,35.69,11.35359101972545
5657.0,1.0620296284527575,-23.982619782228966,0.0,0.0,,
5658.0,1.005722,-23.719419015044117,0.0,0.0,229.8,254.69482954186424
5659.0,0.9700652299995474,-23.389024559324596,-27.43,9.0,,
5660.0,1.0159619957344335,-33.2009945415729,30.03,9.9,,
5661.0,1.0081257234676502,-28.002069749520324,0.0,0.0,,
5662.0,1.0073769391713394,-42.28053747450386,185.7,18.4,,
5663.0,1.0339104767558898,-26.763397671233797,0.0,0.0,,
5664.0,1.063661,1.1469723207533107,0.0,0.0,128.0,17.885335860964243
5665.0,1.0509485105999024,36.872587402875446,-0.0,-0.0,,
5666.0,1.0403991320728183,-9.918480086952417,124.8,34.7,,
5667.0,1.0294569554785864,19.28895190189601,75.2,10.7,,
5668.0,1.028943,-41.915335806755635,0.0,0.0,152.1,56.0502017478799
5669.0,1.000678,-34.29606617499888,0.0,0.0,294.54,29.296049258637954
5670.0,1.0133009999999998,-47.49179917864875,0.0,0.0,16.6,-0.4023436298134868
5671.0,0.9850142033821183,-26.49408411793572,25.03,1.4,,
5672.0,0.9792655374521776,-41.48361203986492,139.7,9.7,,
5673.0,1.0649524568653839,0.4514031365604024,67.27,1.5,,
5674.0,1.0246484238705316,8.088038618236784,0.0,0.0,,
5675.0,1.0178952178269491,-37.9808303448951,54.96,17.6,,
5676.0,1.0248667986434037,-22.53872596021908,6.21,2.2,,
5677.0,1.033561,-19.806962568594404,0.0,0.0,64.35,29.24775977473136
5678.0,1.0151498561188077,-29.091853478117173,25.13,8.8,,
5679.0,1.057325,63.94446003871152,0.0,0.0,-36.09,19.462625908480593
5680.0,1.013815789945547,-13.926049176185627,153.5,46.0,,
5681.0,1.0262810985686766,-53.57848812350958,198.1,33.9,,
5682.0,1.0253313988419668,2.8362750569125046,-0.0,0.0,,
5683.0,1.031443341844245,7.837740576861692,-0.0,-0.0,,
5684.0,1.1163331998401733,-21.005704056671956,0.0,-0.0,,
5685.0,1.0316298324607729,-43.383419544599505,34.74,16.3,,
5686.0,1.0317928890578134,-10.125272793893558,52.26,19.6,,
5687.0,1.0127564169399548,-27.080876303209546,19.12,11.9,,
5688.0,1.0322551482423945,-8.010746601437976,14.12,5.2,,
5689.0,1.0119656299273552,9.358536181353735,41.8,5.9,,
5690.0,1.066932,-19.578389325753278,0.0,0.0,,
5691.0,1.0568514070721031,-44.922977628157135,195.1,-14.2,,
5692.0,1.0486889999999998,-27.483894234743687,0.0,0.0,654.8,87.95940264449558
5693.0,1.046454998743052,-15.880885929065423,-0.0,-0.0,,
5694.0,1.0046929480224145,-33.93253510193576,40.24,14.4,,
5695.0,1.0453014811194432,-26.87106766233401,142.8,20.3,,
5696.0,1.0129954112905277,-23.91731111177119,45.35,28.1,,
5697.0,1.0079476468856652,-47.440599218277434,131.6,33.8,,
5698.0,1.0159155398778363,-32.384130269938744,11.81,4.2,,
5699.0,1.0422139422183727,-6.42434840429171,-0.0,0.0,,
5700.0,1.007155775672075,-38.55547618041485,31.94,4.4,,
5701.0,1.0150345049182905,17.74950422513703,20.9,3.0,,
5702.0,1.0567606261404252,-28.470765086672817,-0.0,-0.0,,
5703.0,1.0410764799465049,-22.203297702408722,29.03,18.0,,
5704.0,1.0037488820194835,-49.80988117728034,119.6,10.6,,
5705.0,1.0840169999999998,-46.87311060509546,0.0,0.0,33.4,0.44745894038224954
5706.0,1.04967572820191,-24.47627760954632,32.24,11.7,,
5707.0,0.9937038917406417,-30.623327102816415,-0.0,0.0,,
5708.0,1.0209153190053415,-3.650319821777717,30.5,4.3,,
5709.0,1.0245939999999998,-8.034928412276901,0.0,0.0,837.0,86.58487717392299
5710.0,0.9901290738758985,-27.763726758652023,0.4,0.3,,
5711.0,1.0497108044829866,10.926397262912007,0.0,-0.0,,
5712.0,1.0424628039099846,-3.996356701014123,183.07,44.65,,
5713.0,1.002388962429729,-24.744283052211838,20.72,-2.5,,
5714.0,1.020678,-34.60297162541391,0.0,0.0,74.8,15.833300793571365
5715.0,1.0150212162400958,62.51306843756898,89.51,-12.51,,
5716.0,1.0197230450508648,22.75088876220724,-0.0,-0.0,,
5717.0,1.070074,62.337053405727715,0.0,0.0,84.5,26.816653930793336
5718.0,0.995106658147507,-35.7706617004107,-0.0,0.0,,
5719.0,1.035775153865404,47.74279272729773,-0.0,-0.0,,
5720.0,1.0323847805511577,-25.730643548997794,337.6,-15.4,,
5721.0,1.0545629999999997,-31.8482564934512,0.0,0.0,114.99,7.821885954321541
5722.0,1.009245,5.62001630875985,0.0,0.0,-42.07,-8.496319782455913
5723.0,1.0472199055738218,-8.977623668027913,141.2,45.4,,
5724.0,0.9967661404699312,-24.779800874568433,20.12,8.6,,
5725.0,0.977831008946735,-29.119144204636747,19.42,6.3,,
5726.0,1.01699,-42.52126541264168,0.0,0.0,18.5,-0.5677589866192925
5727.0,0.9772682004191642,-30.12589998042308,42.45,14.0,,
5728.0,0.9960333337207244,-27.153477565998205,4.61,0.9,,
5729.0,0.9630957174191415,-28.36381650580055,-0.0,-0.0,,
5730.0,1.0569658060537368,-23.917842390766346,0.0,0.0,,
5731.0,1.053408531451685,-21.799429682132192,0.0,0.0,,
5732.0,1.0302189177776202,3.046069019563274,37.14,4.02,,
5733.0,1.071683191265698,-17.607955599561173,0.0,0.0,,
5734.0,1.008125671564025,-21.639285336047678,34.9,5.0,,
5735.0,1.0527173420280571,-26.61802909261156,161.3,10.04,,
5736.0,1.0018061365441648,-14.014036941226221,15.32,3.5,,
5737.0,1.008529,-24.13063641365826,0.0,0.0,13.86,15.382488086100052
5738.0,1.0118004376767171,-10.477503168455517,-0.0,-0.0,,
5739.0,1.0129673996798578,-20.529132830884592,0.0,0.0,,
5740.0,1.0155703637804008,4.186663047351265,-0.0,0.0,,
5741.0,1.0015090006317047,-23.81447345953206,38.64,13.8,,
5742.0,1.023074,27.536614685922444,0.0,0.0,84.5,28.013776304493952
5743.0,1.0478740292681672,-23.683286412687526,-0.0,0.0,,
5744.0,1.0268172382372687,19.36639039313309,0.0,0.0,,
5745.0,1.0157482182100883,-33.21537231792197,13.72,4.5,,
5746.0,1.005853190311049,-32.99027963122449,71.98,28.8,,
5747.0,1.0230803816646508,-46.05400994350197,371.2,73.5,,
5748.0,1.0136863128070048,-3.0189087702184385,-0.0,-0.0,,
5749.0,1.0730799373757296,14.058712005357119,-928.0,-491.4,,
5750.0,1.0260010000000002,-37.44399432057792,0.0,0.0,128.1,49.03115196621751
5751.0,1.0068338273842317,10.162433876368375,175.6,25.0,,
5752.0,1.0435712259544454,-27.85439201650347,52.96,50.3,,
5753.0,1.0296996603106938,-1.675289316465581,-0.0,-0.0,,
5754.0,1.0517490433317398,12.266683691988794,222.6,62.6,,
5755.0,1.0353233456637032,-27.24720820096635,-0.0,-0.0,,
5756.0,1.0318223560268707,9.163892906882657,16.7,2.4,,
5757.0,1.013500537896914,-17.574278736230447,210.7,30.0,,
5758.0,1.0002113018737553,-31.620681787356908,0.0,0.0,,
5759.0,1.0756009999999998,-11.997508966612553,0.0,0.0,448.4,-92.32652476532677
5760.0,1.0463976786033762,7.728891430388703,0.0,-0.0,,
5761.0,1.0666180154268143,-23.167506045133354,0.0,0.0,,
5762.0,1.0457540117987716,4.5948106253229,0.0,0.0,,
5763.0,1.0487842095778095,-1.0834081340502797,-0.0,0.0,,
5764.0,1.0257743190385238,-25.43373079259653,99.4,4.3,,
5765.0,1.0249988572883117,-0.6103245089335737,9.8,1.4,,
5766.0,0.9886215899673377,-26.547745371790466,176.4,17.2,,
5767.0,1.0221924970632241,-48.42932131584864,-0.0,0.0,,
5768.0,1.0128913989918678,-2.984366001171512,0.0,-0.0,,
5769.0,1.0149955102186528,-29.25746113018713,-0.0,0.0,,
5770.0,1.0557435873069863,-24.175028858494635,-0.0,0.0,,
5771.0,0.9930751749151939,-46.87483916636391,190.5,70.9,,
5772.0,1.042235677653223,6.20399962221745,-38.01,-22.73,,
5773.0,1.0367745139780387,-1.8405320015772246,0.0,0.0,,
5774.0,1.0586921360545263,36.35254141316342,0.0,0.0,,
5775.0,1.0024528042304535,-28.320144678848084,30.03,10.0,,
5776.0,1.0601790599305412,-6.521268751340643,222.7,80.5,,
5777.0,1.0116162015779928,-29.473507691906228,0.0,0.0,,
5778.0,1.0047704623125135,-27.069545680131704,-0.0,-0.0,,
5779.0,1.0273476038577773,-4.198989016654348,86.2,-30.7,,
5780.0,1.0255376483822218,-53.37544280749871,0.0,-0.0,,
5781.0,1.046351,-11.071907680472725,0.0,0.0,1652.7,653.0301071788986
5782.0,1.0636525376522625,-31.32340077170217,-0.0,-0.0,,
5783.0,1.063956216455341,12.332516166927219,69.08,-49.6,,
5784.0,1.0224973928806231,52.07863499774026,-0.0,0.0,,
5785.0,1.0358483041379911,-21.373414559138222,54.2,7.8,,
5786.0,1.0063819999999999,-41.346302065020126,0.0,0.0,31.7,8.925284386408176
5787.0,1.028374,-43.720020150115815,0.0,0.0,63.55,8.578970093210323
5788.0,1.0269324116935585,1.933821689321913,12.6,1.8,,
5789.0,0.9991860679212391,-15.521253340512692,0.0,0.0,,
5790.0,1.0241477935659276,-36.22540159684797,4.4,1.1,,
5791.0,0.988000718128925,-25.991543506735624,0.0,-0.0,,
5792.0,1.0250451303846195,0.8055340335561009,40.95,13.4,,
5793.0,1.0069227545412343,-47.80318032368269,6.11,0.0,,
5794.0,1.002505208540742,64.53603321180226,0.0,0.0,,
5795.0,1.0198888241170605,-23.157597432101262,124.6,15.9,,
5796.0,0.9335150468021981,-31.504296964863958,0.0,0.0,,
5797.0,0.9778350321450834,-56.41443630598562,334.1,103.5,,
5798.0,1.0940515401365725,-24.31324034973651,5.04,6.1,,
5799.0,1.0406675791115092,-31.853176057469664,-0.0,-0.0,,
5800.0,1.0362375207729504,8.67433145014307,12.6,1.8,,
5801.0,1.1293169854954244,-20.179958150483785,0.0,0.0,,
5802.0,1.015580159029528,-29.549425189258447,-0.0,-0.0,,
5803.0,1.0391927125918183,-13.255318272442942,0.0,-0.0,,
5804.0,0.9793144728010403,-19.60241260210622,36.24,12.8,,
5805.0,0.9874290442910525,-54.958877188217286,167.6,-9.0,,
5806.0,0.9777677081681291,12.578165350798315,0.0,-0.0,,
5807.0,1.0222676667516275,-22.741896185935456,0.0,0.0,,
5808.0,1.0365236845953152,-18.746268471357173,-7.91,2.6,,
5809.0,1.010105,-14.974627548995091,0.0,0.0,354.4,51.53853886411366
5810.0,1.0465447533773058,14.139108299495067,-0.0,-0.0,,
5811.0,1.0186880000000003,-25.486431952161837,0.0,0.0,2.66,5.899597837369999
5812.0,1.0310990000000002,11.731269929910088,0.0,0.0,292.5,113.74780241079743
5813.0,0.9698203664376872,-27.52530536920246,0.0,0.0,,
5814.0,1.0407080000000006,-11.039654787936984,0.0,0.0,181.2,65.7332633506718
5815.0,1.0390048543898294,-51.29914455170102,5.21,1.3,,
5816.0,0.9931461012004528,-25.01115025506095,13.01,2.4,,
5817.0,1.029044890264143,-3.377066102718814,7.0,1.0,,
5818.0,0.9949999168584743,-28.083669668499496,0.0,0.0,,
5819.0,1.0374315647644368,-15.693286302801463,343.1,109.5,,
5820.0,1.0233781775749378,57.46031710458813,-0.0,-0.0,,
5821.0,1.0163269999999998,-44.16346370858825,0.0,0.0,-74.21,-12.421794354146982
5822.0,1.0637490000000003,19.668625514535286,0.0,0.0,111.7,49.00324327213409
5823.0,1.060066,-39.31114861855285,0.0,0.0,404.6,1.7152888994089324
5824.0,1.050736,-32.58991771914735,0.0,0.0,935.4,78.56162624113256
5825.0,0.9923419999999998,-37.13116982340058,0.0,0.0,262.6,63.54066943204826
5826.0,1.033780253664394,-4.242312178738177,50.2,7.1,,
5827.0,0.9937122126955173,-30.618968812819585,83.5,41.5,,
5828.0,1.027766,-36.82630732609753,0.0,0.0,13.2,-0.04705933443171162
5829.0,1.0167812597434511,-0.45051185529585663,155.5,38.3,,
5830.0,0.9705064098903214,-29.481549403095133,53.86,17.7,,
5831.0,1.0260460000000002,-47.828603139872406,0.0,0.0,-179.4,38.49869280186308
5832.0,0.8966399714723322,-32.41425901301906,-0.0,0.0,,
5833.0,1.024854592686306,-18.865043655635183,-46.15,15.1,,
5834.0,1.0337593918981394,-31.08489977751468,0.9,0.3,,
5835.0,1.0145914841737853,16.890779023777355,0.0,0.0,,
5836.0,1.0344545082687675,-11.28160076163798,244.09,48.92,,
5837.0,1.0148365821840624,-9.414862056798531,-0.0,-0.0,,
5838.0,1.0307249999999997,3.100549655366735,0.0,0.0,16.1,-1.504646614795032
5839.0,1.013483,-46.80380583815892,0.0,0.0,101.4,23.38229179516213
5840.0,1.0192007667787382,-20.423139818160422,0.0,-0.0,,
5841.0,1.046487,-24.851100260919026,0.0,0.0,,
5842.0,1.0062167166036877,-26.122214134129102,-0.0,-0.0,,
5843.0,1.0332145799379044,15.220846508710652,-0.0,0.0,,
5844.0,1.0503410000000002,-16.0448067359146,0.0,0.0,696.8,73.4934594272761
5845.0,1.029226648616694,4.376951554894501,23.7,3.4,,
5846.0,1.0211600000000005,-1.4966435681485082,0.0,0.0,-46.5,18.263948578832654
5847.0,1.0645522226086654,-24.22088114103684,0.0,-0.0,,
5848.0,1.0089888724816996,3.702699503572879,0.0,-0.0,,
5849.0,0.985784720891841,-25.982722240048016,20.52,7.6,,
5850.0,1.0381801608790033,-18.806740720982248,-0.0,0.0,,
5851.0,1.0255280251355767,-0.45938015157573125,0.9,0.1,,
5852.0,1.0118420183605807,62.455074581078684,0.0,0.0,,
5853.0,1.041243013494803,-7.3463669830887195,122.5,38.9,,
5854.0,1.0236888516690248,-32.53748089204208,18.42,1.2,,
5855.0,1.065097,-7.22271940538643,0.0,0.0,453.4,75.91122609342716
5856.0,1.0361850000000001,-11.348462616257182,0.0,0.0,305.7,56.34270269424442
5857.0,1.0524399099900117,-20.462932914557665,78.39,21.2,,
5858.0,1.016259612745111,-29.085514669234982,-0.0,-0.0,,
5859.0,1.0002315360357479,-29.224157880103174,2.2,-0.48,,
5860.0,1.0344108926572144,-27.249362242499224,18.52,11.5,,
5861.0,0.9993875283654979,-28.94603649872715,0.0,-0.0,,
5862.0,1.059582,50.64932533570392,0.0,0.0,68.2,51.97718109388283
5863.0,1.0482669999999996,6.412098737127434,0.0,0.0,438.2,-28.280590956858305
5864.0,1.024889,-1.1774335878800206,0.0,0.0,46.4,0.17285957655731465
5865.0,0.9790312045131081,-28.63839396269211,20.72,6.8,,
5866.0,1.0242101434313617,-41.99658010695418,10.01,-30.0,,
5867.0,0.9612800177794366,-28.38367171732508,55.26,34.2,,
5868.0,1.048327,-27.606290198279982,0.0,0.0,514.8,199.26817639505146
5869.0,1.021702453602345,-10.314112203297404,145.7,122.2,,
5870.0,1.0027879144771432,-33.44462777430711,0.0,-0.0,,
5871.0,1.0307261025429946,-36.09000298668418,28.83,-3.8,,
5872.0,1.0205541012443136,11.342670410479453,177.5,72.5,,
5873.0,1.0129772983497367,-45.448720672296695,0.0,0.0,,
5874.0,1.045045,65.02881780131794,0.0,0.0,16.16,17.407202734898743
5875.0,1.002143951436991,-26.49093097454211,2.0,1.0,,
5876.0,1.0638252246703235,-25.629128607198858,0.0,-0.0,,
5877.0,1.0435731754636464,-50.16351746755297,-0.0,0.0,,
5878.0,1.0432220562882764,-19.89348710599836,-0.0,0.0,,
5879.0,1.0048864152029087,-28.626379531348867,-0.0,0.0,,
5880.0,1.0318750770861642,25.838664202334943,159.98,76.4,,
5881.0,1.056126,-10.354562498427745,0.0,0.0,60.0,7.6205232547840485
5882.0,1.077465,9.473137605001114,0.0,0.0,106.8,16.44267567176384
5883.0,1.1751440000000002,-16.048191724545784,0.0,0.0,1031.4,702.6210429181506
5884.0,1.0369641721730127,-39.793954004129034,-0.0,-0.0,,
5885.0,1.0317329999999998,-19.911771058272407,0.0,0.0,107.8,19.967650110535992
5886.0,1.0055162499128991,-22.55416122461952,16.42,5.3,,
5887.0,1.0011718061515047,22.951197736912576,6.91,-11.1,,
5888.0,1.0504386754487434,17.315243912626258,-0.0,-0.0,,
5889.0,1.0371464144355949,13.395102198948099,27.9,4.0,,
5890.0,1.02740480037679,-46.02195949732254,0.0,-0.0,,
5891.0,1.0314654205503981,-11.304974262350392,14.02,5.5,,
5892.0,1.0223621196728294,-48.41514663984745,49.86,14.1,,
5893.0,1.022687609535383,17.09550921544502,26.03,10.6,,
5894.0,1.035315,-4.124991194532262,0.0,0.0,182.6,67.86410362856698
5895.0,0.9953335028150502,-31.93922241269106,0.0,0.0,,
5896.0,0.9863439999999999,15.788241966055075,0.0,0.0,55.6,41.96456834230772
5897.0,1.0476186031794572,18.505047370381106,0.0,0.0,,
5898.0,1.0539356197933794,-13.541250062178806,-85.69,-2.0,,
5899.0,1.013511431654519,-16.4544975249856,83.6,11.9,,
5900.0,1.0852905773526504,-24.822824286032617,0.0,0.0,,
5901.0,1.0280362014761109,-23.955367732923033,7.21,3.3,,
5902.0,0.9987502411568112,-27.356227586569396,-0.0,0.0,,
5903.0,1.0347567610951902,-25.467196788178878,0.0,-7.2,,
5904.0,1.0241134835099395,-3.4279132687310288,64.4,9.1,,
5905.0,1.0317367039260255,-13.105591863933581,196.3,-10.4,,
5906.0,0.9694487122426934,-26.83906449213065,5.31,2.3,,
5907.0,1.0425756185468633,-7.690181886053188,186.1,14.8,,
5908.0,0.9947919249301509,-29.588755565604696,10.51,1.3,,
5909.0,0.9883541429084115,-19.56581720315239,181.9,92.6,,
5910.0,1.023526209015499,-35.35677704138321,42.55,14.0,,
5911.0,1.035596430909425,-24.312977575608876,-0.0,-0.0,,
5912.0,1.0279769729217667,-20.544422458364313,-0.0,-0.0,,
5913.0,1.0182339336493633,-28.14332293065146,80.99,30.1,,
5914.0,1.0312920039574325,2.4021173855031805,94.1,39.0,,
5915.0,1.0076945512229007,-27.693343334510686,-0.0,0.0,,
5916.0,1.0385172844760302,19.130125521512802,-57.59,-30.52,,
5917.0,1.0305058689767839,-23.90427759564898,61.67,17.4,,
5918.0,1.0540236764578543,-25.641820823493756,73.83,16.41,,
5919.0,1.0411085902859802,-50.027201804565756,-0.0,0.0,,
5920.0,1.0569839813338595,-16.507185938920767,0.0,0.0,,
5921.0,1.0089999549722057,10.51859182824647,-0.0,-0.0,,
5922.0,1.0308690000000005,-35.15392634754615,0.0,0.0,-10.23,7.156391894544552
5923.0,1.02369767985897,-54.1239860746166,74.08,10.7,,
5924.0,1.0048868477972597,-29.56558076400317,29.03,18.0,,
5925.0,0.9780098520218716,-26.485982107673507,0.0,0.0,,
